idproducto_onu;nombreproducto_onu;id_nivel3;nombre_nivel3;nombre_nivel2;nombre_nivel1
31163204;Chavetas de dos patas;31163200;Accesorios de retención;Artículos de ferretería;Artículos de fabricación y producción
31163205;Pernos de ahusamiento;31163200;Accesorios de retención;Artículos de ferretería;Artículos de fabricación y producción
31163207;Chavetas de eje o de disco;31163200;Accesorios de retención;Artículos de ferretería;Artículos de fabricación y producción
31163208;Bloquecillo;31163200;Accesorios de retención;Artículos de ferretería;Artículos de fabricación y producción
31163209;Soportes o retenes del cojinete;31163200;Accesorios de retención;Artículos de ferretería;Artículos de fabricación y producción
31163210;Collares de retención;31163200;Accesorios de retención;Artículos de ferretería;Artículos de fabricación y producción
31163211;Grapas de retención;31163200;Accesorios de retención;Artículos de ferretería;Artículos de fabricación y producción
31163212;Pasadores roscados;31163200;Accesorios de retención;Artículos de ferretería;Artículos de fabricación y producción
31163213;Pasadores de pivote;31163200;Accesorios de retención;Artículos de ferretería;Artículos de fabricación y producción
31163214;Pasadores de deslizamiento;31163200;Accesorios de retención;Artículos de ferretería;Artículos de fabricación y producción
31163215;Perno estriado;31163200;Accesorios de retención;Artículos de ferretería;Artículos de fabricación y producción
31163301;Plancha de relleno;31163300;Espaciadores;Artículos de ferretería;Artículos de fabricación y producción
31171501;Cojinetes embridados;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171502;Cojinetes radiales;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171503;Cojinetes de rueda;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171504;Rodamientos de bolas;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171505;Rodamientos de rodillos;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171506;Cojinetes lineales;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171507;Rodamientos de empuje;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171508;Cojinetes de cabeza de biela;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171509;Cojinetes de manguito interior;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171510;Cojinetes esféricos;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171511;Cojinetes de la cajera de eje;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171512;Rodamientos de agujas;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171513;Cojinetes colgaderos;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171515;Cojinetes simples;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171516;Cojinetes ahusadas;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171518;Jaula de rodamientos;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171519;Alojamientos o pedestales de cojinetes;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171520;Muñones de cojinetes;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171521;Bolas o rodillos para rodamientos;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171522;Cojinetes magnéticos;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171523;Cojinetes neumáticos;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171524;Sombreretes;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171525;Revestimientos de cojinete;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171526;Almohadillas de cojinete;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171527;Conos de rodamiento;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171528;Cojinete partido;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171529;Conos de cojinete;31171500;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171603;Casquillos - guía para taladrar;31171600;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171604;Bujes pilotos;31171600;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171605;Bujes de eje;31171600;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171606;Casquillos de bridas;31171600;Rodamientos;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171704;Transmisiones por rozamiento;31171700;Engranajes;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171706;Engranajes cónicos;31171700;Engranajes;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171707;Engranajes rectos;31171700;Engranajes;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171708;Piñones cónicos;31171700;Engranajes;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171709;Engranajes cremallera;31171700;Engranajes;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171710;Engranajes piñón;31171700;Engranajes;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171711;Engranajes de anillo;31171700;Engranajes;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171712;Engranajes de tornillo sin fin;31171700;Engranajes;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171713;Engranajes laterales;31171700;Engranajes;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171714;Engranajes helicoidales;31171700;Engranajes;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171801;Ruedas dentadas;31171800;Ruedas industriales;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171802;Ruedas motrices;31171800;Ruedas industriales;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171803;Rueda voladora;31171800;Ruedas industriales;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171804;Poleas;31171800;Ruedas industriales;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171805;Cepillos de rueda;31171800;Ruedas industriales;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171806;Ruedas locas;31171800;Ruedas industriales;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31171901;Ruedas dentadas para cadena de rodillos;31171900;Ruedas dentadas;Rodamientos, cojinetes y ruedas dentadas industriales;Artículos de fabricación y producción
31181501;Juntas obturadoras plásticas;31181500;Juntas;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181502;Juntas obturadoras de caucho;31181500;Juntas;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181503;Juntas obturadoras de metal;31181500;Juntas;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181504;Juntas obturadoras textiles;31181500;Juntas;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181505;Juntas obturadoras de corcho;31181500;Juntas;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181506;Juntas teóricas;31181500;Juntas;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181507;Juntas de interferencia electromagnética (IEM);31181500;Juntas;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181508;Juntas bulonadas;31181500;Juntas;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181509;Equipos de cubrejuntas;31181500;Juntas;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181510;Juntas de silicona;31181500;Juntas;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181511;Juntas líquidas;31181500;Juntas;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181512;Juntas de fibra comprimida;31181500;Juntas;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181601;Sellos de plástico;31181600;Sellos mecánicos;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181602;Sellos de caucho;31181600;Sellos mecánicos;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181603;Sellos metálicos;31181600;Sellos mecánicos;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181604;Sello mecánico;31181600;Sellos mecánicos;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181605;Sellos de diafragma;31181600;Sellos mecánicos;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181606;Juegos de sellos;31181600;Sellos mecánicos;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181607;Manguitos de mástil;31181600;Sellos mecánicos;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181701;Juntas;31181700;Materiales para juntas y empaquetaduras;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181702;Empaquetaduras;31181700;Materiales para juntas y empaquetaduras;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31181703;Deflectores de aceite;31181700;Materiales para juntas y empaquetaduras;Juntas, empaquetaduras y sellos industriales;Artículos de fabricación y producción
31191501;Papeles de lija;31191500;Productos abrasivos;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191502;Discos bruñidores;31191500;Productos abrasivos;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191504;Telas abrasivas;31191500;Productos abrasivos;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191505;Almohadillas abrasivas;31191500;Productos abrasivos;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191506;Discos abrasivos;31191500;Productos abrasivos;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191507;Cintas abrasivas;31191500;Productos abrasivos;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191508;Polvo de diamante;31191500;Productos abrasivos;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191509;Pulidores abrasivos;31191500;Productos abrasivos;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191510;Piedras abrasivas;31191500;Productos abrasivos;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191511;Virutas de acero;31191500;Productos abrasivos;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191512;Chorro de perdigones;31191500;Productos abrasivos;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191513;Abalorios;31191500;Productos abrasivos;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191514;Media amortiguador;31191500;Productos abrasivos;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191515;Malla abrasiva;31191500;Productos abrasivos;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191516;Rollos de cartucho abrasivo;31191500;Productos abrasivos;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191517;Planchas de esmeril;31191500;Productos abrasivos;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191518;Carburo de wolframio;31191500;Productos abrasivos;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191519;Tambores abrasivos;31191500;Productos abrasivos;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191601;Ruedas abrasivas cúbicas de nitrato borozon;31191600;Ruedas abrasivas;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191602;Ruedas abrasivas de diamante;31191600;Ruedas abrasivas;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31191603;Ruedas abrasivas de tungsteno de carburo;31191600;Ruedas abrasivas;Materiales para prensar y abrasivos;Artículos de fabricación y producción
31201501;Cinta de conductos;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201502;Cinta autoadhesiva aislante eléctrica;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201503;Cintas adhesivas de protección;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201504;Cinta adhesiva para alfombras;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201505;Cinta adhesiva de doble cara;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201506;Cinta adhesiva de bízmale mida;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201507;Cinta adhesiva de fibra de vidrio;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201508;Cinta adhesiva de grafito;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201509;Cinta adhesiva de nilon;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201510;Cinta adhesiva impregnada de resina;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201511;Cinta adhesiva de tela metálica;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201512;Cinta Transparente;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201513;Cintas de seguridad no-resbalón;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201514;Cinta de sellado de hilo de politetrafluoretileno (PTFE);31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201515;Cintas de papel;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201516;Cinta reflectiva;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201517;Cinta para empaquetar;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201518;Cinta conductor de electricidad;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201519;Cinta para reparar tubería o manguito;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201520;Cinta para marcar los pasillos;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201521;Cinta metálica;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201522;Cinta de transferencia adhesiva;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201523;Cinta para de tela;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201524;Cinta para codificación de color;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201525;cinta de Vinil;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201526;Cinta magnética;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201527;Cintas de espuma;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201528;Cinta de montaje;31201500;Cinta adhesiva;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201601;Adhesivos químicos;31201600;Adhesivos y selladores;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201602;Pastas;31201600;Adhesivos y selladores;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201603;Gomas;31201600;Adhesivos y selladores;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201604;Cementos de caucho;31201600;Adhesivos y selladores;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201605;Masillas;31201600;Adhesivos y selladores;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201606;Calafateos;31201600;Adhesivos y selladores;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201607;Aglomerante epóxido;31201600;Adhesivos y selladores;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201608;Adhesivos de espuma;31201600;Adhesivos y selladores;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201609;Adhesivos de termo impregnación;31201600;Adhesivos y selladores;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201610;Colas;31201600;Adhesivos y selladores;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201611;Adhesivos de láminas;31201600;Adhesivos y selladores;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201612;Selladores de rosca;31201600;Adhesivos y selladores;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201613;Adhesivo re-usable;31201600;Adhesivos y selladores;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201614;Lacres;31201600;Adhesivos y selladores;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201615;Activadores del adhesivo;31201600;Adhesivos y selladores;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201616;Adhesivos líquidos;31201600;Adhesivos y selladores;Cintas adhesivas y selladores;Artículos de fabricación y producción
31201617;Cementos disolventes;31201600;Adhesivos y selladores;Cintas adhesivas y selladores;Artículos de fabricación y producción
31211501;Pinturas al esmalte;31211500;Pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211502;Pinturas de base acuosa;31211500;Pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211503;Pinturas basado en pigmentos;31211500;Pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211504;Pinturas de cobertura;31211500;Pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211505;Pinturas aceitosas;31211500;Pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211506;Pinturas de látex;31211500;Pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211507;Pinturas en aerosol;31211500;Pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211508;Pinturas acrílicas;31211500;Pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211509;Pinturas de imprimación al esmalte;31211500;Pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211510;Pinturas de imprimación de poliuretano;31211500;Pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211511;Pinturas de imprimación de uretano;31211500;Pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211512;Pinturas de imprimación de látex;31211500;Pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211601;Lechada de cal con cola para blanquear paredes;31211600;Aditivos para pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211602;Materiales de texturización;31211600;Aditivos para pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211603;Pintura secante;31211600;Aditivos para pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211604;Diluyentes para pinturas;31211600;Aditivos para pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211605;Agentes antirresbaladizos;31211600;Aditivos para pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211606;Agentes igualadores;31211600;Aditivos para pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211701;Esmaltes;31211700;Acabados en general;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211702;Lustres;31211700;Acabados en general;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211703;Lacas;31211700;Acabados en general;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211704;Selladores;31211700;Acabados en general;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211705;Barniza de laca;31211700;Acabados en general;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211706;Tinturas;31211700;Acabados en general;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211707;Barnices;31211700;Acabados en general;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211708;Recubrimiento de polvo;31211700;Acabados en general;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211801;Quita pinturas y eliminadores de barniz;31211800;Disolventes para pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211802;Decapantes para pinturas y barnices;31211800;Disolventes para pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211803;Diluyentes para pinturas y barnices;31211800;Disolventes para pinturas;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211901;Paños para herramientas;31211900;Accesorios para pintar;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211902;Herramientas de cantear;31211900;Accesorios para pintar;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211903;Equipo para protección;31211900;Accesorios para pintar;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211904;Brochas;31211900;Accesorios para pintar;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211905;Mezcladores de pintura;31211900;Accesorios para pintar;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211906;Rodillos de pintar;31211900;Accesorios para pintar;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211908;Pistolas de pintar;31211900;Accesorios para pintar;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211909;Bandejas de pintura;31211900;Accesorios para pintar;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211910;Mitones;31211900;Accesorios para pintar;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211912;Varillas telescópicas;31211900;Accesorios para pintar;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211913;Boquillas de pintura;31211900;Accesorios para pintar;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211914;Cepillos de aire;31211900;Accesorios para pintar;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211915;Coladores de pintura;31211900;Accesorios para pintar;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211916;Forradores de bandeja de pintura;31211900;Accesorios para pintar;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31211917;Cubre rolletes de pintura;31211900;Accesorios para pintar;Pinturas, diluyentes y accesorios para pintado;Artículos de fabricación y producción
31221601;Extractos inorgánicos para curtidos;31221600;Extractos para teñidos o curtidos;Extractos para teñir y curtir;Artículos de fabricación y producción
31221602;Extractos orgánicos de origen animal para curtidos;31221600;Extractos para teñidos o curtidos;Extractos para teñir y curtir;Artículos de fabricación y producción
31221603;Extractos orgánicos de origen vegetal para curtidos;31221600;Extractos para teñidos o curtidos;Extractos para teñir y curtir;Artículos de fabricación y producción
31231101;Aluminio en barra labrada;31231100;Barras labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231102;Berilio en barra labrada;31231100;Barras labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231103;Latón en barra labrada;31231100;Barras labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231104;Bronce en barra labrada;31231100;Barras labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231105;Cobre en barra labrada;31231100;Barras labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231106;Hierro en barra labrada;31231100;Barras labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231107;Plomo en barra labrada;31231100;Barras labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231108;Magnesio en barra labrada;31231100;Barras labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231109;Metal precioso en barra labrada;31231100;Barras labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231110;Acero inoxidable en barra labrada;31231100;Barras labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231111;Estaño en barra labrada;31231100;Barras labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231112;Titanio en barra labrada;31231100;Barras labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231113;Cinc en barra labrada;31231100;Barras labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231114;Aleación no ferrosa en barra labrada;31231100;Barras labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231115;Aleación ferrosa en barra labrada;31231100;Barras labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231116;Acero en barra labrada;31231100;Barras labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231117;Compuestos en barra labrada;31231100;Barras labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231118;Aleación de níquel en barra labrada;31231100;Barras labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231119;Material no metálico en barra labrada;31231100;Barras labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231201;Aluminio en placas labrada;31231200;Placas labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231202;Berilio en placas labrada;31231200;Placas labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231203;Latón en placas labrada;31231200;Placas labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231204;Bronce en placas labrada;31231200;Placas labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231205;Cobre en placas labrada;31231200;Placas labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231206;Hierro en placas labrada;31231200;Placas labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231207;Plomo en placas labrada;31231200;Placas labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231208;Magnesio en placas labrada;31231200;Placas labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231209;Metal precioso en placas labrada;31231200;Placas labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231210;Acero inoxidable en placas labrada;31231200;Placas labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231211;Estaño en placas labrada;31231200;Placas labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231212;Titanio en placas labrada;31231200;Placas labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231213;Cinc en placas labrada;31231200;Placas labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231214;Aleación no ferrosa en placas labradas;31231200;Placas labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231215;Aleación ferrosa en placas labrada;31231200;Placas labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231216;Acero en placas labrada;31231200;Placas labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231217;Compuestos en placas labrada;31231200;Placas labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231218;Aleación de níquel en placas labrada;31231200;Placas labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231219;Material no metálico en placas labrada;31231200;Placas labradas;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231301;Tubería de aleación ferrosa;31231300;Tubos y cañerías;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
31231302;Tubería de cobre;31231300;Tubos y cañerías;Materia prima en planchas, barras o tubos;Artículos de fabricación y producción
